Unique ID,Card Name,Card Type,Card Stage,Rarity,Set,Series,Count,Image URL
798,Meowstic,Psychic,Stage 1,R,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_80.png
799,Natu,Psychic,Basic,C,"LOT, Lost Thunder",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_87.png
800,Xatu,Psychic,Stage 1,U,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_88.png
801,Spoink,Psychic,Basic,C,"CES, Celestial Storm",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_59.png
802,Grumpig,Psychic,Stage 1,R,"CES, Celestial Storm",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_60.png
803,Shuppet,Psychic,Basic,C,"CES, Celestial Storm",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_63.png
804,Banette,Psychic,Stage 1,R,"CES, Celestial Storm",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_65.png
805,Ekans,Psychic,Basic,C,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_62.png
806,Arbok,Psychic,Stage 1,R,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_63.png
807,Drowzee,Psychic,Basic,C,"UNB, Unbroken Bonds",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_71.png
808,Hypno,Psychic,Stage 1,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_72.png
809,Salandit,Psychic,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_98.png
810,Munna,Psychic,Basic,C,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_88.png
811,Musharna,Psychic,Stage 1,U,"UNM, Unified Minds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_89.png
812,Honedge,Psychic,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_92.png
813,Doublade,Psychic,Stage 1,U,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_94.png
814,Skorupi,Psychic,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_82.png
815,Azelf,Psychic,Basic,U,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_85.png
816,Exeggcute,Psychic,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_73.png
817,Drifloon,Psychic,Basic,C,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_80.png
818,Drifblim,Psychic,Stage 1,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_81.png
819,Girafarig,Psychic,Basic,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_94.png
820,Poipole,Psychic,Basic,C,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_107.png
821,Giratina,Psychic,Basic,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_97.png
822,Inkay,Psychic,Basic,C,"FLI, Forbidden Light",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM6/SM6_EN_50.png
823,Malamar,Psychic,Stage 1,R,"FLI, Forbidden Light",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM6/SM6_EN_51.png
824,Alolan Marowak,Psychic,Stage 1,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_75.png
825,Yamask,Psychic,Basic,C,"LOT, Lost Thunder",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_99.png
826,Cofagrigus,Psychic,Stage 1,R,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_100.png
827,Oricorio,Psychic,Basic,R,"GRI, Guardians Rising",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_56.png
828,Mew,Psychic,Basic,R,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_76.png
829,Litwick,Psychic,Basic,C,"LOT, Lost Thunder",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_101.png
830,Lampent,Psychic,Stage 1,U,"LOT, Lost Thunder",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_102.png
831,Chandelure,Psychic,Stage 2,R,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_103.png
832,Gastly,Psychic,Basic,C,"UNB, Unbroken Bonds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_68.png
833,Gastly,Psychic,Basic,C,"UNB, Unbroken Bonds",SM,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_67.png
834,Haunter,Psychic,Stage 1,U,"UNB, Unbroken Bonds",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_69.png
835,Gengar,Psychic,Stage 2,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_70.png
836,Mareanie,Psychic,Basic,C,"UNM, Unified Minds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_96.png
837,Mareanie,Psychic,Basic,C,"LOT, Lost Thunder",SM,7,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_105.png
838,Deoxys,Psychic,Basic,R,"CES, Celestial Storm",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM7/SM7_EN_68.png
839,Unown,Psychic,Basic,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_91.png
840,Unown,Psychic,Basic,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_92.png
841,Sableye,Psychic,Basic,U,"LOT, Lost Thunder",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_96.png
842,Marshadow,Psychic,Basic,R,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_81.png
843,Espeon,Psychic,Stage 1,R,"LOT, Lost Thunder",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_89.png
844,Meloetta,Psychic,Basic,R,"LOT, Lost Thunder",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM8/SM8_EN_104.png
845,Misdreavus,Psychic,Basic,C,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_77.png
846,Mismagius,Psychic,Stage 1,R,"UNB, Unbroken Bonds",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_78.png
847,Koffing,Psychic,Basic,C,"UNB, Unbroken Bonds",SM,6,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_73.png
848,Weezing,Psychic,Stage 1,R,"UNB, Unbroken Bonds",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_74.png
849,Nidoran Male,Psychic,Basic,C,"TEU, Team Up",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_57.png
850,Nidoran Female,Psychic,Basic,C,"TEU, Team Up",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_54.png
851,Nidorino,Psychic,Stage 1,U,"TEU, Team Up",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_58.png
852,Nidoking,Psychic,Stage 2,R,"TEU, Team Up",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_59.png
853,Nidorina,Psychic,Stage 1,U,"TEU, Team Up",SM,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_55.png
854,Nidoqueen,Psychic,Stage 2,R,"TEU, Team Up",SM,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM9/SM9_EN_56.png
855,Muk & Alolan Muk GX,Psychic,Basic,RR,"UNB, Unbroken Bonds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM10/SM10_EN_61.png
856,Tapu Lele GX,Psychic,Basic,RR,"GRI, Guardians Rising",SM,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM2/SM2_EN_60.png
857,Yamask,Psychic,Basic,C,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_75.png
858,Tinkatink,Psychic,Basic,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_83.png
859,Tinkatuff,Psychic,Stage 1,C,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_84.png
860,Tinkatuff,Psychic,Stage 1,U,"PAL, Paldea Evolved",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_104.png
861,Tinkaton,Psychic,Stage 2,U,"PAR, Paradox Rift",SV,5,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_85.png
862,Tinkaton,Psychic,Stage 2,R,"PAL, Paldea Evolved",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_105.png
863,Scream Tail,Psychic,Basic,U,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_86.png
864,Scream Tail,Psychic,Basic,U,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_77.png
865,Solosis,Psychic,Basic,C,"TEF, Temporal Forces",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_70.png
866,Mismagius,Psychic,Stage 1,U,"PAL, Paldea Evolved",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_88.png
867,Mismagius,Psychic,Stage 1,U,"SSH, Sword & Shield",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH10/SWSH10_EN_59.png
868,Galarian Slowpoke,Psychic,Basic,C,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_54.png
869,Girafarig,Psychic,Basic,U,"VIV, Vivid Voltage",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_65.png
870,Slurpuff,Psychic,Stage 1,R,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_68.png
871,Banette,Psychic,Stage 1,R,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_63.png
872,Ralts,Psychic,Basic,C,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_59.png
873,Iron Valiant,Psychic,Basic,U,"TEF, Temporal Forces",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_79.png
874,Haunter,Psychic,Stage 1,U,"CRE, Chilling Reign",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_56.png
875,Elgyem,Psychic,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_73.png
876,Gimmighoul,Psychic,Basic,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_88.png
877,Gimmighoul,Psychic,Basic,C,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_87.png
878,Galarian Ponyta,Psychic,Basic,C,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_81.png
879,Bronzor,Psychic,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_68.png
880,Bronzong,Psychic,Stage 1,U,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_69.png
881,Marill,Psychic,Basic,C,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_64.png
882,Azumarill,Psychic,Stage 1,C,"TEF, Temporal Forces",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_65.png
883,Latias,Psychic,Basic,U,"TEF, Temporal Forces",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV05/SV05_EN_67.png
884,Drowzee,Psychic,Basic,C,"EVS, Evolving Skies",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH7/SWSH7_EN_61.png
885,Woobat,Psychic,Basic,C,"EVS, Evolving Skies",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH7/SWSH7_EN_68.png
886,Dragapult,Psychic,Stage 2,R,"FST, Fusion Strike",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH8/SWSH8_EN_130.png
887,Mew,Psychic,Basic,R,"CEL, Celebrations",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/CEL/CEL_EN_11.png
888,Necrozma,Psychic,Basic,R,"UNM, Unified Minds",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM11/SM11_EN_101.png
889,Dreepy,Psychic,Basic,C,"SIT, Silver Tempest",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH12/SWSH12_EN_87.png
890,Drakloak,Psychic,Stage 1,U,"SIT, Silver Tempest",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH12/SWSH12_EN_88.png
891,Dragapult,Psychic,Stage 2,R,"RCL, Rebel Clash",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH2/SWSH2_EN_91.png
892,Deoxys,Psychic,Basic,R,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_74.png
893,Pumpkaboo,Psychic,Basic,C,"PAR, Paradox Rift",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_77.png
894,Gourgeist,Psychic,Stage 1,U,"PAR, Paradox Rift",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_78.png
895,Inkay,Psychic,Basic,C,"CRE, Chilling Reign",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_69.png
896,Malamar,Psychic,Stage 1,R,"CRE, Chilling Reign",SWSH,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_70.png
897,Sableye,Psychic,Basic,R,"LOR, Lost Origin",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH11/SWSH11_EN_70.png
898,Golett,Psychic,Basic,C,"CEC, Cosmic Eclipse",SM,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SM12/SM12_EN_89.png
899,Golurk,Psychic,Stage 1,R,"CRE, Chilling Reign",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH6/SWSH6_EN_66.png
900,Mewtwo,Psychic,Basic,R,"MEW, 151",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV3PT5/SV3PT5_EN_150.png
901,Flittle,Psychic,Basic,C,"PAR, Paradox Rift",SV,8,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_80.png
902,Flittle,Psychic,Basic,C,"PAR, Paradox Rift",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_79.png
903,Flittle,Psychic,Basic,C,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_100.png
904,Flittle,Psychic,Basic,C,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_102.png
905,Espathra,Psychic,Stage 1,R,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_81.png
906,Natu,Psychic,Basic,C,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_71.png
907,Xatu,Psychic,Stage 1,R,"PAR, Paradox Rift",SV,4,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV04/SV04_EN_72.png
908,Drowzee,Psychic,Basic,C,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_82.png
909,Dachsbun,Psychic,Stage 1,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_99.png
910,Florges,Psychic,Stage 2,U,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_93.png
911,Greavard,Psychic,Basic,C,"SVI, Scarlet & Violet",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV4PT5/SV4PT5_EN_42.png
912,Houndstone,Psychic,Stage 1,R,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_106.png
913,Drifloon,Psychic,Basic,C,"SVI, Scarlet & Violet",SV,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_89.png
914,Drifblim,Psychic,Stage 1,U,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_90.png
915,Gastly,Psychic,Basic,C,"LOR, Lost Origin",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH11/SWSH11_EN_64.png
916,Duskull,Psychic,Basic,C,"VIV, Vivid Voltage",SWSH,2,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_69.png
917,Dusclops,Psychic,Stage 1,U,"VIV, Vivid Voltage",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_70.png
918,Dusknoir,Psychic,Stage 2,R,"VIV, Vivid Voltage",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH4/SWSH4_EN_71.png
919,Shuppet,Psychic,Basic,C,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_87.png
920,Marshadow,Psychic,Basic,R,"EVS, Evolving Skies",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH7/SWSH7_EN_80.png
921,Mimikyu,Psychic,Basic,R,"PAL, Paldea Evolved",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_97.png
922,Sinistea,Psychic,Basic,C,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_89.png
923,Polteageist,Psychic,Stage 1,R,"SSH, Sword & Shield",SWSH,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH1/SWSH1_EN_90.png
924,Gardevoir ex,Psychic,Stage 2,RR,"SVI, Scarlet & Violet",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_86.png
925,Ralts,Psychic,Basic,C,"PAF, Paldean Fates",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV01/SV01_EN_84.png
926,Ralts,Psychic,Basic,C,"ASR, Astral Radiance",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH10/SWSH10_EN_60.png
927,Kirlia,Psychic,Stage 1,U,"SIT, Silver Tempest",SWSH,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SWSH12/SWSH12_EN_68.png
928,Wigglytuff,Psychic,Stage 1,R,"PAL, Paldea Evolved",SV,3,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV02/SV02_EN_84.png
929,Uxie,Psychic,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_78.png
930,Xerneas,Psychic,Basic,U,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_88.png
931,Yamask,Psychic,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_82.png
932,Togepi,Psychic,Basic,C,"SSP, Surging Sparks",SV,1,https://assets.pokemon.com/static-assets/content-assets/cms2/img/cards/web/SV08/SV08_EN_70.png
